Ticker,Cluster,Sector,Average_Return,Volatility
BKR,4,Oil & Gas Equipment & Services,0.0011677957045250751,0.02848553657254024
BLDR,1,Building Products,-0.0004706387199009856,0.03283635889319553
BLK,1,Asset Management & Custody Banks,-0.0006295184656973025,0.023219646312855797
BMY,4,Pharmaceuticals,0.0008028607318116285,0.012433384975124796
BR,3,Data Processing & Outsourced Services,-0.0009449694739327831,0.018892901227063465
BRK-B,4,Multi-Sector Holdings,0.00020703165509276822,0.014231859230269246
BRO,3,Insurance Brokers,-0.0005139142336915521,0.020485024354422045
BSX,3,Health Care Equipment,0.00042915746159218895,0.017173443327812305
BX,2,Asset Management & Custody Banks,-0.0013859204541656167,0.033891964515640034
BXP,1,Office REITs,-0.0019314948251919044,0.018820656399954803
CAH,4,Health Care Distributors,0.0018365269986401747,0.01715537312620133
CARR,3,Building Products,-0.0006765557568295924,0.02116660565309599
CAT,4,Construction Machinery & Heavy Transportation Equipment,0.0009006189473773864,0.02119146388667534
CBOE,3,Financial Exchanges & Data,0.00010131838735087762,0.016059453971722457
CBRE,1,Real Estate Services,-0.0011474471348053772,0.021602423972949508
CCL,0,"Hotels, Resorts & Cruise Lines",-0.0027058043415931626,0.04849907666952487
CDNS,2,Application Software,-0.00019524949562846184,0.02573366791256218
CDW,3,Technology Distributors,-0.0003128944436801131,0.019618004524772754
CF,4,Fertilizers & Agricultural Chemicals,0.0013016270477873393,0.03116511879760372
CHRW,4,Air Freight & Logistics,-0.00033904570276498716,0.02148905511997526
CHTR,3,Cable & Satellite,-0.0022487650593422544,0.025672765592359818
CNC,3,Managed Health Care,0.00017977372100218237,0.02057051684379139
CNP,4,Multi-Utilities,0.0005287310720932133,0.01452161986793163
COF,1,Consumer Finance,-0.0014286787144110829,0.02675611671646731
COR,4,Health Care Distributors,0.001052087226693219,0.014885518568473314
CPB,4,Packaged Foods & Meats,0.001284653833644601,0.015062410504762765
CPT,3,Multi-Family Residential REITs,-0.0015685485204391977,0.01670485239358391
CRL,3,Life Sciences Tools & Services,-0.0016214963450316535,0.02861323762267323
CVX,4,Integrated Oil & Gas,0.0019930821211130664,0.020759824432787545
CZR,0,Casinos & Gaming,-0.002260290136084741,0.04427816459184487
KMX,1,Automotive Retail,-0.0023836551246895136,0.03255397887956415
SCHW,1,Investment Banking & Brokerage,0.00018779330215478663,0.02290014947680337
TECH,3,Life Sciences Tools & Services,-0.001194609465407165,0.02594801335006222
C,1,Diversified Banks,-0.000958701557876501,0.020949930053688032
CAG,4,Packaged Foods & Meats,0.0007779135703067031,0.015489607220816033
CB,4,Property & Casualty Insurance,0.0007359667422429945,0.01447984433016549
CCI,3,Telecom Tower REITs,-0.0013706368354145756,0.01929252443710464
CEG,4,Electric Utilities,0.0033364737639119814,0.02923950415557281
CFG,1,Regional Banks,-0.0004834204317119073,0.022294095115415573
CHD,4,Household Products,-0.0007608845585907327,0.015482961761329824
CI,4,Health Care Services,0.0015921823292307771,0.016601059850945118
CINF,4,Property & Casualty Insurance,-8.731071771211774e-05,0.020440333480078662
CL,4,Household Products,-0.00010742061747961351,0.012728999570346745
CLX,4,Household Products,-0.000547641696972807,0.020291923815463988
CMCSA,3,Cable & Satellite,-0.001205692478484608,0.01879335245558859
CME,3,Financial Exchanges & Data,-0.000862242986425902,0.015771982591850683
CMG,1,Restaurants,-0.00046063296409213896,0.025877568082388728
CMI,1,Construction Machinery & Heavy Transportation Equipment,0.0006592824218863815,0.01778945968698381
CMS,4,Multi-Utilities,0.0001350533835486818,0.014634655134107161
COO,3,Health Care Supplies,-0.0007395974917110606,0.0215939670954526
COP,4,Oil & Gas Exploration & Production,0.0024427850306272857,0.027012029560326473
COST,3,Consumer Staples Merchandise Retail,-0.0006398112197521551,0.019800397008869052
CPAY,1,Transaction & Payment Processing Services,-0.0006808625030245974,0.021812380186943064
CPRT,1,Diversified Support Services,-0.0005224008429282523,0.021440221969921888
CRWD,2,Systems Software,-0.001663004508651897,0.04161680904063722
CSCO,3,Communications Equipment,-0.0008303386558390673,0.01848403596970946
CSGP,3,Real Estate Services,0.00030360365408985015,0.02784857657506205
CSX,3,Rail Transportation,-0.0005096415536937768,0.017894871236750372
CTAS,3,Diversified Support Services,0.00043072116763034576,0.017207803707680908
CTRA,4,Oil & Gas Exploration & Production,0.0017138993171250316,0.029808713989581504
CTSH,1,IT Consulting & Other Services,-0.0014939283143282104,0.021517699165969646
CTVA,4,Fertilizers & Agricultural Chemicals,0.0011027663100904115,0.01783651775066958
CVS,4,Health Care Services,-0.00021465872959708143,0.01673521244699172
D,4,Multi-Utilities,-0.0007255132673590104,0.014942738514278135
DAL,0,Passenger Airlines,-0.0003948002828174824,0.02896249777678422
DAY,2,Human Resource & Employment Services,-0.0013187106333017416,0.03621821760887309
DE,4,Agricultural & Farm Machinery,0.001108250744101396,0.022149856906818543
DECK,1,Footwear,0.0008076179826398779,0.031148127661450524
DELL,1,"Technology Hardware, Storage & Peripherals",-0.0009388380709691737,0.026657193367712707
DFS,1,Consumer Finance,-0.0003697079417586835,0.025202570383578777
DG,4,Consumer Staples Merchandise Retail,0.0004306968997929208,0.020794266962062248
DHR,3,Life Sciences Tools & Services,-0.00045283862241148043,0.021396103090913426
DLR,3,Data Center REITs,-0.0018413325894005394,0.021389706105479543
DLTR,4,Consumer Staples Merchandise Retail,0.0003445564282347018,0.026203499326966022
DRI,1,Restaurants,8.102354332411244e-05,0.021369239232873302
DVA,3,Health Care Services,-0.001312850638902794,0.027969916931740328
DVN,4,Oil & Gas Exploration & Production,0.0020917535216681926,0.03403928166231902
DXCM,2,Health Care Equipment,2.8680763812155787e-05,0.03453714909461366
ED,4,Multi-Utilities,0.0006863169991825311,0.013839525219002077
FANG,4,Oil & Gas Exploration & Production,0.0015050568423371868,0.029656941288004147
GLW,1,Electronic Components,-0.00028661322439254276,0.020152883853834444
KO,4,Soft Drinks & Non-alcoholic Beverages,0.0004746375175445565,0.01242343616236012
STZ,4,Distillers & Vintners,-0.00018638879350783632,0.014736452386202224
DASH,2,Specialized Consumer Services,-0.0029242287714287387,0.05358210381752185
DD,1,Specialty Chemicals,-0.0003511154044986924,0.02085857366338569
DHI,1,Homebuilding,-0.00023563310370418476,0.02769886316817944
DOV,3,Industrial Machinery & Supplies & Components,-0.0008808695479582061,0.01798321604761766
DOW,1,Commodity Chemicals,-0.00010461387625109708,0.01908997313741851
DPZ,3,Restaurants,-0.0015892941704754157,0.02172445069881003
DTE,4,Multi-Utilities,0.00015879091314604832,0.013985116431059205
DUK,4,Electric Utilities,0.00022780844280202706,0.013666058176121256
EA,3,Interactive Home Entertainment,-0.0002397008423560547,0.016521381575415557
EBAY,1,Broadline Retail,-0.0015399030451892829,0.02410845866922039
ECL,3,Specialty Chemicals,-0.0015315271555217916,0.021882880158561928
EFX,3,Research & Consulting Services,-0.0011835418611839295,0.024653996350082353
EG,4,Reinsurance,0.0010339530580342178,0.018217598430820173
EIX,4,Electric Utilities,8.415070139282044e-05,0.017055352106597803
EL,1,Personal Care Products,-0.0012086478129360377,0.026590444164775618
ELV,4,Managed Health Care,0.000586746968851446,0.01736034151804542
EMN,1,Specialty Chemicals,-0.0011611159103590088,0.021989422000041798
EMR,1,Electrical Components & Equipment,0.0004191833885813443,0.017000518787296137
ENPH,2,Semiconductor Materials & Equipment,0.0024872794817862374,0.0458902293535208
EOG,4,Oil & Gas Exploration & Production,0.0020999291361655805,0.02830845779126054
EPAM,2,IT Consulting & Other Services,-0.0011003916989161947,0.05339097590702077
EQIX,3,Data Center REITs,-0.0006506469417647432,0.022560033605604726
EQR,3,Multi-Family Residential REITs,-0.0014486175374778928,0.017041096509117667
EQT,4,Oil & Gas Exploration & Production,0.0024832426405101823,0.03644338226097555
ERIE,4,Insurance Brokers,0.0012690947447203396,0.0181342628403817
ES,4,Electric Utilities,-1.1199430147409207e-05,0.015124874494456462
ESS,3,Multi-Family Residential REITs,-0.0017736806638066077,0.016729164443623996
ETN,3,Electrical Components & Equipment,-4.4697567981652144e-05,0.017675012870067366
ETR,4,Electric Utilities,0.00023562980319688355,0.015605332342116253
EVRG,4,Electric Utilities,-6.635734715176422e-05,0.014695930459191492
EW,3,Health Care Equipment,-0.0018496336795715037,0.024860916387530494
EXC,4,Electric Utilities,0.0004995058857634449,0.01630068056196209
EXE,4,Oil & Gas Exploration & Production,0.0022675026284754434,0.030067831948792405
EXPD,3,Air Freight & Logistics,-0.0006750585574481676,0.019872710115600902
EXPE,0,"Hotels, Resorts & Cruise Lines",-0.0024433315193927944,0.03289023885075127
EXR,3,Self-Storage REITs,-0.0012296256485209742,0.021199701395460915
F,1,Automobile Manufacturers,-0.0018991859080755105,0.030886155130176937
FAST,3,Trading Companies & Distributors,-0.0008201125268169367,0.0180395000080447
FDS,3,Financial Exchanges & Data,-0.00048014650546079587,0.018429508184106488
FDX,1,Air Freight & Logistics,-0.0011449168529089357,0.02697333436590422
FE,4,Electric Utilities,0.00032907981189466096,0.014731899176672681
FFIV,1,Communications Equipment,-0.001822830106864486,0.023428115150131386
FI,3,Transaction & Payment Processing Services,-6.713334646052483e-05,0.019199480908644925
FICO,3,Application Software,0.0016829503100751952,0.03215409674729571
FIS,1,Transaction & Payment Processing Services,-0.0015411627853861916,0.028504046481444726
FITB,1,Regional Banks,-0.0008325931596602412,0.02281532299961338
FRT,3,Retail REITs,-0.0008820282199132637,0.01776237092523418
FSLR,3,Semiconductors,0.002629356736275766,0.03269213480594161
FTNT,2,Systems Software,-0.0006471417307908802,0.03404850466025194
XOM,4,Integrated Oil & Gas,0.00260700180169501,0.02203106659798606
BEN,1,Asset Management & Custody Banks,-0.00047702101847870847,0.023923799690070344
DOC,3,Health Care REITs,-0.0011434750312122937,0.01721062793163296
FCX,1,Copper,0.0002920050708173849,0.03399219692314736
FOX,1,Broadcasting,-0.000581558622387469,0.01945993409845899
FOXA,1,Broadcasting,-0.0006014597916312976,0.02021965374318361
FTV,3,Industrial Machinery & Supplies & Components,-0.0003488274845401831,0.018730423994677087
GD,4,Aerospace & Defense,0.000915107192858272,0.014854436645060923
GDDY,1,Internet Services & Infrastructure,-0.00019470828449281942,0.02416599723982044
GE,1,Aerospace & Defense,-0.0002932072016262004,0.02201165229919188
GEHC,4,Health Care Equipment,-0.00010247491809523091,0.0036917962379970784
GEN,3,Systems Software,-0.0005021674864853063,0.02182058021181487
GILD,4,Biotechnology,0.0009753767975228099,0.016015185821019857
GIS,4,Packaged Foods & Meats,0.0010979719533840177,0.014148971027269466
GL,4,Life & Health Insurance,0.0011085152802260047,0.015523807609746197
GM,1,Automobile Manufacturers,-0.0019880912310094316,0.027699557363088143
GNRC,2,Electrical Components & Equipment,-0.0039564840403912924,0.044198449286399905
GPC,3,Distributors,0.0011347842573181124,0.0154243893934131
GPN,1,Transaction & Payment Processing Services,-0.0010687801633716143,0.02509086708024058
GRMN,1,Consumer Electronics,-0.0011653573100251654,0.019685618992338897
GS,1,Investment Banking & Brokerage,-0.00028788083776631803,0.01855580271871872
HAL,4,Oil & Gas Equipment & Services,0.002556577062803174,0.03226128321965761
HAS,1,Leisure Products,-0.001691545727661938,0.02138887404103164
HBAN,1,Regional Banks,-5.048073046020107e-05,0.021302050351294517
HCA,3,Health Care Facilities,0.00017392937223342564,0.026414428874691028
HD,3,Home Improvement Retail,-0.0007351719298230281,0.019750343595662263
HES,4,Integrated Oil & Gas,0.002905218062347349,0.028229379445383097
HIG,4,Property & Casualty Insurance,0.0005699607648016296,0.016315897646400065
HII,4,Aerospace & Defense,0.00109235280797874,0.0168707620023157
HLT,1,"Hotels, Resorts & Cruise Lines",-0.0005203459882758241,0.023247977502397335
HOLX,3,Health Care Equipment,0.00023705873359219343,0.01707713753530942
HON,3,Industrial Conglomerates,0.00034829291675205545,0.015746235868541292
HPE,1,"Technology Hardware, Storage & Peripherals",0.0003203502824883242,0.021884879204765142
HPQ,1,"Technology Hardware, Storage & Peripherals",-0.0009125220050811178,0.026602241388066283
HRL,4,Packaged Foods & Meats,-0.00012694809785371896,0.013372835057551023
HSIC,4,Health Care Distributors,0.00025692211760557315,0.0163712686385897
HST,1,Hotel & Resort REITs,6.135339845253806e-05,0.025005452208862248
HSY,4,Packaged Foods & Meats,0.0008851653059467397,0.013291559791094129
HUBB,3,Industrial Machinery & Supplies & Components,0.0007987506223728383,0.01896943927029477
HUM,4,Managed Health Care,0.0006294426134723978,0.020517942805977265
HWM,1,Aerospace & Defense,0.0010265360385575226,0.02112588795543336
IBM,4,IT Consulting & Other Services,0.00044584491277188177,0.01502184433271405
IDXX,3,Health Care Equipment,-0.001379834225323997,0.027043555942982234
IEX,3,Industrial Machinery & Supplies & Components,0.00013963561286338777,0.016348415913055334
INCY,3,Biotechnology,0.0004694230482591264,0.01675528163112862
INTC,1,Semiconductors,-0.002351170102566875,0.02407923067964666
IR,1,Industrial Machinery & Supplies & Components,-0.00028508513508357147,0.021798368909184462
IT,3,IT Consulting & Other Services,0.0004282864455813882,0.022656979885125175
ITW,3,Industrial Machinery & Supplies & Components,-0.00016534262869213513,0.016403813786829837
PODD,2,Health Care Equipment,0.0008793321939890774,0.03573922634000009
ICE,3,Financial Exchanges & Data,-0.0008513921887168005,0.017779457111505047
IFF,3,Specialty Chemicals,-0.0010778020451530162,0.020686855178121924
INTU,2,Application Software,-0.0014531744778710411,0.030278305135718744
INVH,3,Single-Family Residential REITs,-0.0013925595876958731,0.018892670716721703
IP,1,Paper & Plastic Packaging Products & Materials,-0.0008590606750838252,0.018474462443541905
IPG,1,Advertising,-0.00011149543335428235,0.021694191178932214
IQV,3,Life Sciences Tools & Services,-0.000886427145913847,0.023318017958747283
IRM,3,Other Specialized REITs,0.0003199863809548695,0.022167447354805102
ISRG,3,Health Care Equipment,-0.0008326514778860439,0.02772904180800821
IVZ,1,Asset Management & Custody Banks,-0.000497195589897879,0.027711906519087868
J,3,Construction & Engineering,-0.00041221025187448566,0.018376873907825213
JBHT,1,Cargo Ground Transportation,-0.00031394154356141613,0.02168251912962058
JBL,1,Electronic Manufacturing Services,0.00015772795095492543,0.023158052621849175
JCI,3,Building Products,-0.0005508341621180031,0.02043855195014201
JKHY,3,Transaction & Payment Processing Services,0.0002606929914825624,0.015799229570592748
JNJ,4,Pharmaceuticals,0.00028108837004146457,0.010986430415261187
JNPR,3,Communications Equipment,-0.0001164973682335484,0.01908693963777092
JPM,1,Diversified Banks,-0.00044839916280058214,0.01880609116109988
K,4,Packaged Foods & Meats,0.0006191547827297272,0.013983338867919547
KDP,4,Soft Drinks & Non-alcoholic Beverages,5.577502541480595e-05,0.013350986132259483
KEY,1,Regional Banks,-0.0008061253052402612,0.022370028692983726
KEYS,1,Electronic Equipment & Instruments,-0.00045766753177855433,0.02103355448299705
KHC,4,Packaged Foods & Meats,0.000770890978153632,0.016010289238472145
KIM,1,Retail REITs,-0.00025916303742107516,0.01933956288418401
KKR,1,Asset Management & Custody Banks,-0.0013302619487259553,0.030470042367138985
KLAC,2,Semiconductor Materials & Equipment,-4.806722057834589e-05,0.030816939948866695
KMB,4,Household Products,4.489648510252531e-05,0.013833223287606429
KMI,4,Oil & Gas Storage & Transportation,0.0007964001481961147,0.017195559468685475
KR,4,Food Retail,0.00024261600913337843,0.02103290892345953
L,4,Multi-line Insurance,0.00014134223612457842,0.01478718239545796
LDOS,4,Diversified Support Services,0.0007928728871851316,0.015687378976304504
LEN,1,Homebuilding,-0.0004150853449127299,0.027503014886776905
LH,3,Health Care Services,-0.0007475363900482361,0.01799905404798486
LHX,4,Aerospace & Defense,0.00019244911058537807,0.019049837078551027
LII,3,Building Products,-0.0007695187538188635,0.02242335694351535
LIN,3,Industrial Gases,8.409480488218168e-05,0.018652028615481292
LKQ,1,Distributors,-5.482050044642373e-05,0.021622471346403153
LLY,4,Pharmaceuticals,0.0013906190569178628,0.01717023489550552
LMT,4,Aerospace & Defense,0.0015101395324282189,0.01668279207880532
LOW,1,Home Improvement Retail,-0.0007002501523122979,0.021032261232774567
LRCX,2,Semiconductor Materials & Equipment,-0.0015706978667197147,0.03423107648145541
LULU,2,"Apparel, Accessories & Luxury Goods",-0.000271031810530745,0.0313023950823142
LVS,0,Casinos & Gaming,0.0014913566771848914,0.03595349604966676
LW,3,Packaged Foods & Meats,0.0015667338701902303,0.018593707983097008
LYB,1,Specialty Chemicals,0.00015551269223362452,0.021742227819867056
LYV,2,Movies & Entertainment,-0.0018159480961893993,0.027882057412415062
MKTX,3,Financial Exchanges & Data,-0.0010803499509162364,0.02407391531312948
MPC,4,Oil & Gas Refining & Marketing,0.0026550577236708226,0.022826894682335026
MTB,1,Regional Banks,1.3952849164835968e-05,0.022377017811155094
MA,3,Transaction & Payment Processing Services,-2.9498870243589438e-05,0.020359676885642265
MAA,3,Multi-Family Residential REITs,-0.0012114291033034502,0.016906482630820317
MAR,1,"Hotels, Resorts & Cruise Lines",-8.560192422032387e-05,0.02344669325833522
MAS,1,Building Products,-0.0012491311904124882,0.022532375576513778
MCD,4,Restaurants,9.02768633996005e-05,0.012490420853534818
MCHP,2,Semiconductors,-0.0004054701488100405,0.029423278446261233
MCK,4,Health Care Distributors,0.0017933997504155407,0.015155770996299084
MCO,3,Financial Exchanges & Data,-0.0009997680088111708,0.02206195966028267
MDLZ,4,Packaged Foods & Meats,0.00022100447761467734,0.013048041638717546
MDT,3,Health Care Equipment,-0.0009966275096633898,0.015858649744287804
MET,1,Life & Health Insurance,0.0007829557510483216,0.015932284532118573
META,2,Interactive Media & Services,-0.0032622375787432953,0.040554840825042494
MGM,0,Casinos & Gaming,-0.0007533786547951866,0.03038546480873866
MHK,1,Home Furnishings,-0.0019194487333959822,0.029424457268265414
MKC,4,Packaged Foods & Meats,-0.0003729386793322833,0.0163897995417982
MLM,3,Construction Materials,-0.000806747568906994,0.02056457097814099
MMC,3,Insurance Brokers,0.00014327934747704508,0.016100788151288008
MNST,3,Soft Drinks & Non-alcoholic Beverages,0.0003764484209510277,0.01873056171166412
MOH,4,Managed Health Care,0.00034156082910953377,0.018595509248150597
MOS,4,Fertilizers & Agricultural Chemicals,0.0009764329076955431,0.03415538292199091
MPWR,2,Semiconductors,-0.0005685145153980713,0.03877044207052177
MRK,4,Pharmaceuticals,0.0016742428081205545,0.012579850256562265
MRNA,2,Biotechnology,-5.477552164896782e-05,0.0456468668065632
MS,1,Investment Banking & Brokerage,-0.00031290389806687456,0.020324364451900348
MSCI,3,Financial Exchanges & Data,-0.0006380727108885958,0.025041275059782094
MSFT,3,Systems Software,-0.0010485034334063563,0.022288735638622457
MSI,3,Communications Equipment,8.999393297908353e-05,0.019138197308238007
MTCH,2,Interactive Media & Services,-0.003891498029489515,0.03987398619040713
MTD,3,Life Sciences Tools & Services,-0.0003164111717132112,0.02339649333783029
MU,2,Semiconductors,-0.0021227795022541523,0.02982717286408999
NCLH,0,"Hotels, Resorts & Cruise Lines",-0.0012649484676175967,0.04711146708144675
NDAQ,3,Financial Exchanges & Data,-0.00018146067982814084,0.017153127212171434
NDSN,3,Industrial Machinery & Supplies & Components,-3.637698244660692e-05,0.016813856962722234
NEE,3,Multi-Utilities,-9.22679608553163e-05,0.019605866237735248
NEM,4,Gold,-0.0005724791320821474,0.02407247870402537
NFLX,2,Movies & Entertainment,-0.0017597806628612126,0.044222119258150366
NI,4,Multi-Utilities,0.0002442196731783834,0.01586974645330856
NKE,1,"Apparel, Accessories & Luxury Goods",-0.0009680419090269665,0.026674876181099684
NOC,4,Aerospace & Defense,0.00164420531063679,0.019807837490745415
NRG,4,Independent Power Producers & Energy Traders,-0.0007919366016938119,0.02291954477209576
NSC,3,Rail Transportation,-0.00043742079961983426,0.01830422239684533
NTAP,1,"Technology Hardware, Storage & Peripherals",-0.0013868194234120245,0.021310834515278414
NTRS,1,Asset Management & Custody Banks,-0.0008877951737887408,0.021703891058574443
NUE,1,Steel,0.0011204699994162386,0.02962996733922895
NVDA,2,Semiconductors,-0.002095476930696849,0.03986872922979296
NVR,1,Homebuilding,-0.0006287831857488948,0.022779229246271973
NWS,1,Publishing,-0.0005546772909489967,0.022999708534584166
NWSA,1,Publishing,-0.0005939993125688856,0.022707689707377594
NXPI,2,Semiconductors,-0.0010235599569933629,0.028944789073396614
TAP,4,Brewers,0.000615094784983222,0.01796552378261207
DGX,3,Health Care Services,4.0586226641967645e-06,0.015734347361386552
O,3,Retail REITs,-0.00018610055676505067,0.01402643469781297
ODFL,1,Cargo Ground Transportation,-0.0004271249637551171,0.026534603442983973
OKE,4,Oil & Gas Storage & Transportation,0.0008431822340798711,0.021652882150323276
OMC,1,Advertising,0.0007648002184041194,0.02087190755912934
ON,2,Semiconductors,0.0002709960782871761,0.03868235395193076
ORCL,3,Application Software,-3.8182890802867405e-05,0.019266410873582156
ORLY,4,Automotive Retail,0.0009456836908848376,0.01849375115651543
OTIS,3,Industrial Machinery & Supplies & Components,-0.00015711835021027198,0.016771608055976082
OXY,4,Oil & Gas Exploration & Production,0.00345522938682653,0.03470343439451324
PANW,2,Systems Software,-0.0005858819125759452,0.03061332593544337
PARA,1,Movies & Entertainment,-0.0017903257223415082,0.03559030545353051
PAYC,2,Human Resource & Employment Services,-0.0004996461988283447,0.03374284590614864
PAYX,3,Human Resource & Employment Services,-0.00034350381687067434,0.01801269625455969
PCAR,1,Construction Machinery & Heavy Transportation Equipment,0.0007545014766090472,0.016534777773760292
PCG,4,Multi-Utilities,0.0013987254124054381,0.022471552398033185
PEG,4,Electric Utilities,-6.134373583433694e-05,0.015107369622729896
PEP,4,Soft Drinks & Non-alcoholic Beverages,0.0003548670968929941,0.012282405081857383
PFE,4,Pharmaceuticals,-0.0001329662147466597,0.016823246170877205
PFG,1,Life & Health Insurance,0.000877105575249617,0.01972614074128377
PG,4,Personal Care Products,-9.439634236620397e-05,0.013854899668038994
PGR,4,Property & Casualty Insurance,0.0011070501530676467,0.016235043807849386
PH,1,Industrial Machinery & Supplies & Components,-6.731567491335833e-05,0.019658925446723072
PHM,1,Homebuilding,-0.00039637802560225,0.02770313267854615
PKG,1,Paper & Plastic Packaging Products & Materials,0.00011697440739320041,0.01880969184098108
PLD,3,Industrial REITs,-0.0011848178068134222,0.02166119311870081
PLTR,2,Application Software,-0.0031653095174041007,0.04587391459060652
PM,4,Tobacco,0.0005576205044253664,0.015715233639926333
PNC,1,Diversified Banks,-0.0007909126850728664,0.019123005619333007
PNR,1,Industrial Machinery & Supplies & Components,-0.001538178291976137,0.021008486491988988
PNW,4,Multi-Utilities,0.0006551694227721234,0.015557895549938834
POOL,1,Distributors,-0.0019785323752818757,0.027344903189906605
PPG,1,Specialty Chemicals,-0.0008976873537617167,0.022287355936925067
PPL,4,Electric Utilities,0.00011300162890136134,0.01477745041241294
PRU,1,Life & Health Insurance,-4.8556447115646774e-05,0.018531201723164498
PSA,3,Self-Storage REITs,-0.0006375215343021124,0.018107561999624676
PSX,4,Oil & Gas Refining & Marketing,0.0017385437529451363,0.024671095318465303
