Ticker,Cluster,Sector,Average_Return,Volatility
AMP,-1,Asset Management & Custody Banks,0.0010038654317329275,0.01615602603194056
AMT,-1,Telecom Tower REITs,0.00029838929049910647,0.016880064653732145
AMZN,-1,Broadline Retail,0.0025114943980005886,0.02080485429232518
ANET,-1,Communications Equipment,0.0030870002723677437,0.02878458324269474
ANSS,-1,Application Software,0.0018902158165379334,0.0207089505456843
AON,-1,Insurance Brokers,-5.7759632338629624e-06,0.01248053538951906
AOS,-1,Building Products,0.0015735941360564285,0.017565022098212278
APA,-1,Oil & Gas Exploration & Production,-0.00040845911297423084,0.023631693310430257
APD,-1,Industrial Gases,-0.0002298265940859479,0.015568700276646422
APH,-1,Electronic Components,0.001154272429036897,0.011665142517570145
APO,-1,Asset Management & Custody Banks,0.0018813213064209355,0.020176194216602328
APTV,-1,Automotive Parts & Equipment,7.296288295280517e-05,0.020733064493615477
ARE,-1,Office REITs,-0.00010113495513745913,0.021992821358440925
ATO,-1,Gas Utilities,0.0003414697581383594,0.011829710154710224
AVB,-1,Multi-Family Residential REITs,0.000845403179916367,0.014280539291580597
AVGO,-1,Semiconductors,0.003112420286634599,0.020263288646739215
AVY,-1,Paper & Plastic Packaging Products & Materials,0.0005648095150361783,0.014114814162572004
AWK,-1,Water Utilities,-0.00045070607996849406,0.013615864384196806
AXON,-1,Aerospace & Defense,0.001983186103077757,0.022804745402030854
AXP,-1,Consumer Finance,0.0011635187184294946,0.016434583388548904
AZO,-1,Automotive Retail,0.0003374748742245803,0.013408792790401901
BA,-1,Aerospace & Defense,0.001303179388485954,0.017091216377171033
BAC,-1,Diversified Banks,0.0002850083588531239,0.016942654065187693
BALL,-1,"Metal, Glass & Plastic Containers",0.0006703360898354343,0.020401920449701797
BAX,-1,Health Care Equipment,-0.0007828318623220263,0.020454970745077357
BBY,-1,Computer & Electronics Retail,0.00022846423235368233,0.016733364066989758
BDX,-1,Health Care Equipment,-6.33803252436613e-05,0.012176465491347955
BEN,-1,Asset Management & Custody Banks,0.0006704600573546896,0.01753285862790792
BF-B,-1,Distillers & Vintners,-0.0003519490252862677,0.015041207831001187
BG,-1,Agricultural Products & Services,0.00048121400090262736,0.018032539250172407
BIIB,-1,Biotechnology,-0.0001146621613316273,0.013778802380585882
BK,-1,Asset Management & Custody Banks,0.0007300960110637695,0.015202876822546995
BKNG,-1,"Hotels, Resorts & Cruise Lines",0.0023617796750212356,0.01571862784531168
BKR,-1,Oil & Gas Equipment & Services,0.000938143163579843,0.01709703580561529
BLDR,-1,Building Products,0.00411873986316606,0.02632720642453139
BLK,-1,Asset Management & Custody Banks,0.0007374500686547189,0.013950912566764742
BMY,-1,Pharmaceuticals,-0.0011590259671366801,0.012194311549377267
BR,-1,Data Processing & Outsourced Services,0.0018564573950079497,0.012409106363730854
BRK-B,-1,Multi-Sector Holdings,0.0006013212094156188,0.008609698096588176
BRO,-1,Insurance Brokers,0.001024682748911471,0.012816083519773964
BSX,-1,Health Care Equipment,0.0009967462128298327,0.012635726899092543
BX,-1,Asset Management & Custody Banks,0.0025588977353658807,0.021877250857586378
BXP,-1,Office REITs,0.0008398174678052635,0.027186786140418303
C,-1,Diversified Banks,0.0007784157593000333,0.016060758804662487
CAG,-1,Packaged Foods & Meats,-0.0009844865417114824,0.011759628488576736
CAH,-1,Health Care Distributors,0.001275338229872757,0.013275142158024592
CARR,-1,Building Products,0.001534923937676103,0.018752254847164685
CAT,-1,Construction Machinery & Heavy Transportation Equipment,0.0010998317934780351,0.018057708511374136
CB,-1,Property & Casualty Insurance,0.00024417313076383475,0.012832747350595575
CBOE,-1,Financial Exchanges & Data,0.0015101030613888869,0.011165761806850893
CBRE,-1,Real Estate Services,0.0008468290223766838,0.017911459652441522
CCI,-1,Telecom Tower REITs,-0.0003617279489047562,0.017387473037513746
CCL,-1,"Hotels, Resorts & Cruise Lines",0.0038812848869056566,0.03142425748112798
CDNS,-1,Application Software,0.0022956193286630053,0.01735044760709187
CDW,-1,Technology Distributors,0.0011160792193132272,0.015214997538357469
CEG,-1,Electric Utilities,0.0016208057330635319,0.01696027607189297
CF,-1,Fertilizers & Agricultural Chemicals,0.00015653829277145336,0.019838041640834247
CFG,-1,Regional Banks,-0.0001473694861027701,0.025978796354190627
CHD,-1,Household Products,0.0006920719721489079,0.012050906081554206
CHRW,-1,Air Freight & Logistics,5.5008325580024643e-05,0.015884644248637825
CHTR,-1,Cable & Satellite,0.0007175686711269536,0.0199140715991624
CI,-1,Health Care Services,-3.05429993028553e-05,0.01933484349339754
CINF,-1,Property & Casualty Insurance,0.00022833968997596545,0.016521182325187057
CL,-1,Household Products,0.0001854693851937463,0.010354631864511802
CLX,-1,Household Products,0.000260711410746543,0.015666827584129003
CMCSA,-1,Cable & Satellite,0.001039073687129342,0.015110367928125796
CME,-1,Financial Exchanges & Data,0.0011395074923382835,0.011324928703594096
CMG,-1,Restaurants,0.0021895202487091526,0.0164034727183037
CMI,-1,Construction Machinery & Heavy Transportation Equipment,0.00020787230944910697,0.015397446726543152
CMS,-1,Multi-Utilities,-0.0001608980102596023,0.012615945101599541
CNC,-1,Managed Health Care,-0.00015529554793924168,0.016329900307127988
CNP,-1,Multi-Utilities,4.873793398719699e-05,0.012409299909845904
COF,-1,Consumer Finance,0.0016818834214634704,0.02053772231856208
COO,-1,Health Care Supplies,0.0006215831557531253,0.014435919431450487
COP,-1,Oil & Gas Exploration & Production,0.0004090326936545492,0.017997124600622
COR,-1,Health Care Distributors,0.000994217613106535,0.010259072693201912
COST,-1,Consumer Staples Merchandise Retail,0.0017030343221299787,0.012046743382731933
CPAY,-1,Transaction & Payment Processing Services,0.0018883172796800116,0.017177479118479576
CPB,-1,Packaged Foods & Meats,-0.0008371338453765859,0.013624892709703821
CPRT,-1,Diversified Support Services,0.0019671119371826337,0.013609454384410195
CPT,-1,Multi-Family Residential REITs,-0.00015960850073948007,0.015264136724735925
CRL,-1,Life Sciences Tools & Services,0.0005651585614721541,0.022176575815348702
CRM,-1,Application Software,0.0028607137859402694,0.018649691719457427
CRWD,-1,Systems Software,0.00398417621934673,0.02625290395744112
CSCO,-1,Communications Equipment,0.000415371567924437,0.012843515576234197
CSGP,-1,Real Estate Services,0.0006222251673634425,0.01718771151581215
CSX,-1,Rail Transportation,0.0006072065722853853,0.013078207871911189
CTAS,-1,Diversified Support Services,0.0012956413771028502,0.012003012032483966
CTRA,-1,Oil & Gas Exploration & Production,0.0007209631473739566,0.01772538606797113
CTSH,-1,IT Consulting & Other Services,0.0012689829872544287,0.014901056006529344
CTVA,-1,Fertilizers & Agricultural Chemicals,-0.0006537645238005309,0.016035354930144567
CVS,-1,Health Care Services,-0.0004058467284601674,0.015430659984672388
CVX,-1,Integrated Oil & Gas,-0.0003585796045662669,0.014483693586905638
CZR,-1,Casinos & Gaming,0.0008286326722135647,0.02878312963098552
D,-1,Multi-Utilities,-0.0008468316580717918,0.01500080751944865
DAL,-1,Passenger Airlines,0.0010392415537314847,0.018804249729672155
DASH,-1,Specialized Consumer Services,0.0032565039679363027,0.02780213197778809
DAY,-1,Human Resource & Employment Services,0.0005909808745135593,0.022138203295710264
DD,-1,Specialty Chemicals,0.0006389012721941132,0.015077517299233182
DE,-1,Agricultural & Farm Machinery,-3.789617921206041e-05,0.01712516596569925
DECK,-1,Footwear,0.0023581463236811164,0.01962798459145739
DELL,-1,"Technology Hardware, Storage & Peripherals",0.0028639511502833626,0.021914976546008685
DFS,-1,Consumer Finance,0.0009555468435255603,0.022016366337786558
DG,-1,Consumer Staples Merchandise Retail,-0.002088309501704708,0.022020811104417122
DGX,-1,Health Care Services,-0.0003412448145459693,0.011553444805304182
DHI,-1,Homebuilding,0.0022695602111733027,0.01774210232487931
DHR,-1,Life Sciences Tools & Services,0.00011512155388283098,0.01528921396035728
DIS,-1,Movies & Entertainment,0.0002106961257021724,0.016650722876614593
DLR,-1,Data Center REITs,0.0014448971488299808,0.01986018186079356
DLTR,-1,Consumer Staples Merchandise Retail,0.0002409784850316932,0.01925163487278935
DOC,-1,Health Care REITs,-0.0006099005783804082,0.01844384004216909
DOV,-1,Industrial Machinery & Supplies & Components,0.0006874600123209219,0.014760248548862633
DOW,-1,Commodity Chemicals,0.0005962375171115757,0.013924705574608964
DPZ,-1,Restaurants,0.00101062248990431,0.018511967389767923
DRI,-1,Restaurants,0.0008410938806417266,0.011179720955789452
DTE,-1,Multi-Utilities,-5.1058170648613565e-05,0.0122562876703658
DUK,-1,Electric Utilities,-2.884940790622299e-05,0.011391312516964536
DVA,-1,Health Care Services,0.001615805489844564,0.022841485910457895
DVN,-1,Oil & Gas Exploration & Production,-0.0005309967067459097,0.021359952219562894
DXCM,-1,Health Care Equipment,0.0006361165795707888,0.025438670173496648
EA,-1,Interactive Home Entertainment,0.0005435388003622281,0.012943220784732489
EBAY,-1,Broadline Retail,0.00038475344219565633,0.01750450736890819
ECL,-1,Specialty Chemicals,0.0013314247068989694,0.01303445686668184
ED,-1,Multi-Utilities,-2.3329503156530588e-07,0.011328135424463438
EFX,-1,Research & Consulting Services,0.0010767562805806506,0.017869324299054086
EG,-1,Reinsurance,0.000450636879901341,0.0167978421957387
EIX,-1,Electric Utilities,0.0007008399169067508,0.014109762035748357
EL,-1,Personal Care Products,-0.0018030298149464487,0.025772526643316408
ELV,-1,Managed Health Care,-8.562636999886038e-05,0.015213562170963887
EMN,-1,Specialty Chemicals,0.0006704025741347702,0.01764131410900962
EMR,-1,Electrical Components & Equipment,0.00025064152314113476,0.014429450513157426
ENPH,-1,Semiconductor Materials & Equipment,-0.0018456266385122979,0.03839568746177421
EOG,-1,Oil & Gas Exploration & Production,0.00024675497982776544,0.01840067927030339
EPAM,-1,IT Consulting & Other Services,-5.714031752551406e-05,0.026932454083480703
EQIX,-1,Data Center REITs,0.0009799575262359262,0.015260775735167001
EQR,-1,Multi-Family Residential REITs,0.0004320546815215905,0.01413510850065905
EQT,-1,Oil & Gas Exploration & Production,0.0011167991032649152,0.0232375756026012
ERIE,-1,Insurance Brokers,0.001503896063672872,0.018184351169880923
ES,-1,Electric Utilities,-0.0009762653519744283,0.015056933347889013
ESS,-1,Multi-Family Residential REITs,0.0009408276400668471,0.016242606756478574
ETN,-1,Electrical Components & Equipment,0.0019113984844556803,0.016669018733759988
ETR,-1,Electric Utilities,-0.00021437432110879394,0.013350293865088384
EVRG,-1,Electric Utilities,-0.0004846453633134262,0.013227536814642397
EW,-1,Health Care Equipment,0.00026216528716328606,0.017622439371063715
EXC,-1,Electric Utilities,-0.0005030494822675672,0.013687375917070433
EXE,-1,Oil & Gas Exploration & Production,-0.00011495588597669542,0.017923322445313757
EXPD,-1,Air Freight & Logistics,0.0009211011501521583,0.014347114440984559
EXPE,-1,"Hotels, Resorts & Cruise Lines",0.0025631680171808342,0.02681366921433157
EXR,-1,Self-Storage REITs,0.0008034356345226917,0.020241076648113247
F,-1,Automobile Manufacturers,0.0008218587441019529,0.022245016285771642
FANG,-1,Oil & Gas Exploration & Production,0.0010492939654937015,0.018267169414341408
FAST,-1,Trading Companies & Distributors,0.0014714117587198282,0.01340579834328478
FCX,-1,Copper,0.0007708339740622338,0.022311441918737806
FDS,-1,Financial Exchanges & Data,0.0007671431794053931,0.012840460196493401
FDX,-1,Air Freight & Logistics,0.0016633548107793069,0.017322811348787437
FE,-1,Electric Utilities,-0.0003015033852126698,0.012652268396969618
FFIV,-1,Communications Equipment,0.0009403742177323892,0.013469694541719132
FI,-1,Transaction & Payment Processing Services,0.0011824965879820497,0.01347437274305022
FICO,-1,Application Software,0.002853125491736495,0.01605220116625789
FIS,-1,Transaction & Payment Processing Services,-0.0001464185791109123,0.021625654923789924
FITB,-1,Regional Banks,0.0007239241454878438,0.024658955683777652
FOX,-1,Broadcasting,7.200870148564246e-05,0.014590245207025655
FOXA,-1,Broadcasting,8.976147149528381e-05,0.014859830416875015
FRT,-1,Retail REITs,0.00030657405909666544,0.015255821274317214
FSLR,-1,Semiconductors,0.0012205690887398795,0.03413866159339927
FTNT,-1,Systems Software,0.0011037388920970316,0.025473396383266785
FTV,-1,Industrial Machinery & Supplies & Components,0.0006637787209865716,0.014159946041262327
GD,-1,Aerospace & Defense,0.0003328337297896999,0.011418098066903673
GDDY,-1,Internet Services & Infrastructure,0.0015638038266583085,0.016140540894729632
GE,-1,Aerospace & Defense,0.0027591203997691985,0.015306485612993376
GEHC,-1,Health Care Equipment,0.0014846238820296624,0.019249300207675492
GEN,-1,Systems Software,0.0005118367684149439,0.019536217678645433
GILD,-1,Biotechnology,2.1955951968570558e-05,0.012768013764454838
GIS,-1,Packaged Foods & Meats,-0.0007979664579594544,0.011477908872635618
GL,-1,Life & Health Insurance,0.00017299551197117024,0.011854835942055929
GLW,-1,Electronic Components,-2.5849682397219866e-05,0.014070750719927187
GM,-1,Automobile Manufacturers,0.0005123456538898124,0.02145155300707436
GNRC,-1,Electrical Components & Equipment,0.0017419407069669997,0.03468591828353324
GOOG,-1,Interactive Media & Services,0.0020017722316351748,0.019283269573827727
GOOGL,-1,Interactive Media & Services,0.001989712248294564,0.019149052169789276
GPC,-1,Distributors,-0.000591667623645865,0.015562732627122149
GPN,-1,Transaction & Payment Processing Services,0.0011797025243987641,0.019632023619722893
GRMN,-1,Consumer Electronics,0.0014684491353579476,0.013039709437130127
GS,-1,Investment Banking & Brokerage,0.0006751020167843436,0.015197903494066212
GWW,-1,Industrial Machinery & Supplies & Components,0.0017757715094215327,0.016272946699348416
HAL,-1,Oil & Gas Equipment & Services,0.00016483093425295324,0.022687007599060133
HAS,-1,Leisure Products,-0.00031916477984165743,0.022589399471550028
HBAN,-1,Regional Banks,7.873250111808915e-05,0.023118171003709557
HCA,-1,Health Care Facilities,0.0005602696501789002,0.013700498966485482
HD,-1,Home Improvement Retail,0.0005738956228282522,0.01355720851334533
HES,-1,Integrated Oil & Gas,0.0005312333669809876,0.020242483832747085
HIG,-1,Property & Casualty Insurance,0.0004462607856132028,0.013515277115827532
HII,-1,Aerospace & Defense,0.0006995882581938548,0.013657390482423905
HLT,-1,"Hotels, Resorts & Cruise Lines",0.001624756033891435,0.014010679869062508
HOLX,-1,Health Care Equipment,-0.0001460524480264007,0.012551471810974251
HON,-1,Industrial Conglomerates,6.750341605674572e-05,0.011556403071709478
HPE,-1,"Technology Hardware, Storage & Peripherals",0.0005094791349684691,0.018050197780553716
HPQ,-1,"Technology Hardware, Storage & Peripherals",0.000740064888659372,0.015688190902779106
HRL,-1,Packaged Foods & Meats,-0.001211987671366971,0.013758127941980204
HSIC,-1,Health Care Distributors,-9.710908660914685e-05,0.014425919001930094
HST,-1,Hotel & Resort REITs,0.0011642109062890552,0.017603920112408838
HSY,-1,Packaged Foods & Meats,-0.0006507594917244999,0.0108532980763814
HUBB,-1,Industrial Machinery & Supplies & Components,0.0015804779979900613,0.01780776785123671
HUM,-1,Managed Health Care,-0.0001754800466008114,0.017327541598180292
HWM,-1,Aerospace & Defense,0.0014242499878166365,0.014111033036019108
IBM,-1,IT Consulting & Other Services,0.0008245083068170058,0.009955665328316056
ICE,-1,Financial Exchanges & Data,0.001006498818109671,0.01160817509850269
IDXX,-1,Health Care Equipment,0.001442992694549536,0.01939060117177652
IEX,-1,Industrial Machinery & Supplies & Components,-8.8884848637226e-05,0.01320355350396843
IFF,-1,Specialty Chemicals,-0.000584918915236072,0.02429133668592508
INCY,-1,Biotechnology,-0.0008305523068315537,0.01547108894051574
INTC,-1,Semiconductors,0.0029225894770901293,0.02425898604386335
INTU,-1,Application Software,0.002082694656709909,0.018425104855391186
INVH,-1,Single-Family Residential REITs,0.0008832236730069836,0.014787200281065373
IP,-1,Paper & Plastic Packaging Products & Materials,0.0004459066080961934,0.017165666469892576
IPG,-1,Advertising,0.00016559101775567864,0.01763543685623161
IQV,-1,Life Sciences Tools & Services,0.0006403906758146473,0.01624351237238334
IR,-1,Industrial Machinery & Supplies & Components,0.0016428652502722269,0.01546398385216601
IRM,-1,Other Specialized REITs,0.0016480980679094506,0.014047733544828626
ISRG,-1,Health Care Equipment,0.0011246282055461642,0.018202068378448257
IT,-1,IT Consulting & Other Services,0.0012927732797353524,0.016159166094968404
ITW,-1,Industrial Machinery & Supplies & Components,0.0008670692974791693,0.012890134471031833
IVZ,-1,Asset Management & Custody Banks,0.00031528912227571696,0.020167996958007875
J,-1,Construction & Engineering,0.000393493401695273,0.014405200395072528
JBHT,-1,Cargo Ground Transportation,0.0007559833483878523,0.01632514492678834
JBL,-1,Electronic Manufacturing Services,0.0028426526883455062,0.02305031965778434
JCI,-1,Building Products,-0.00022960512552483257,0.016369790469882017
JKHY,-1,Transaction & Payment Processing Services,-9.808768460382426e-05,0.017053427601403905
JNJ,-1,Pharmaceuticals,-0.00034097663253907087,0.010426643945216791
JNPR,-1,Communications Equipment,-0.00016668833356836598,0.01470118651571585
JPM,-1,Diversified Banks,0.0011283025782522966,0.013088159478924182
K,-1,Packaged Foods & Meats,-0.0005079508103342112,0.010910955201676134
KDP,-1,Soft Drinks & Non-alcoholic Beverages,-9.652170445792084e-05,0.011374080773305071
KEY,-1,Regional Banks,0.0001312261205299186,0.03574674668943099
KEYS,-1,Electronic Equipment & Instruments,-0.00011760867944497637,0.018190429075123447
KHC,-1,Packaged Foods & Meats,-0.00015431563799196061,0.010971376296868762
KIM,-1,Retail REITs,0.00038150949891213815,0.017803346951290516
KKR,-1,Asset Management & Custody Banks,0.002550190854449681,0.019983277383194522
KLAC,-1,Semiconductor Materials & Equipment,0.0020243369361508685,0.021589044291613964
KMB,-1,Household Products,-0.0002893785362691049,0.009539840743282643
KMI,-1,Oil & Gas Storage & Transportation,0.0002371383511708574,0.010946706663615637
KMX,-1,Automotive Retail,0.0013007010904451334,0.026706020139528126
KO,-1,Soft Drinks & Non-alcoholic Beverages,-0.00010435277971878072,0.00847441589070245
KR,-1,Food Retail,0.0002802296828001963,0.012255395273765912
KVUE,-1,Personal Care Products,-0.0007268360645416714,0.013527354319001454
L,-1,Multi-line Insurance,0.0007727025832002678,0.011443187769743776
LDOS,-1,Diversified Support Services,0.0003316390791336756,0.016319678309390018
LEN,-1,Homebuilding,0.0021115946260867316,0.017137761969653196
LH,-1,Health Care Services,0.0005513422489171485,0.011869847592991138
LHX,-1,Aerospace & Defense,0.00027580297035901863,0.014707448123969017
LII,-1,Building Products,0.002703016754691271,0.018361815415641723
LIN,-1,Industrial Gases,0.0011558132064872274,0.012444046880605688
LKQ,-1,Distributors,-0.00030547101772744405,0.013230010132908303
LLY,-1,Pharmaceuticals,0.0020822742406022303,0.018200431565756663
LMT,-1,Aerospace & Defense,-3.837466186805377e-05,0.011382399784042046
LNT,-1,Electric Utilities,-8.805606698757849e-05,0.012723446602761517
LOW,-1,Home Improvement Retail,0.0006415814653680382,0.014861471060146977
LRCX,-1,Semiconductor Materials & Equipment,0.0028376389602485876,0.02252656352141617
LULU,-1,"Apparel, Accessories & Luxury Goods",0.0020471799221738808,0.020539709455706465
LUV,-1,Passenger Airlines,-0.0001881557486415624,0.019346811794641164
LVS,-1,Casinos & Gaming,0.00019050046426499388,0.01845058720404554
LW,-1,Packaged Foods & Meats,0.0010326969687890254,0.016010888540450633
LYB,-1,Specialty Chemicals,0.0008091219111029908,0.01412955054802582
LYV,-1,Movies & Entertainment,0.0014286380163405796,0.019890022185492105
MA,-1,Transaction & Payment Processing Services,0.0009142749410116723,0.01083897422392144
MAA,-1,Multi-Family Residential REITs,-0.00032566580330197555,0.014515892119945629
MAR,-1,"Hotels, Resorts & Cruise Lines",0.0018564356969292567,0.015191280544774545
MAS,-1,Building Products,0.0016209966082896844,0.017342374110298642
MCD,-1,Restaurants,0.0005900106162312069,0.008798215901188903
MCHP,-1,Semiconductors,0.0013635182441491655,0.020803053835146156
MCK,-1,Health Care Distributors,0.0009548208541150475,0.012513823728448071
MCO,-1,Financial Exchanges & Data,0.0015151890124151775,0.013325331148939294
MDLZ,-1,Packaged Foods & Meats,0.000511488553035528,0.011124093870212442
MDT,-1,Health Care Equipment,0.0004302595497477335,0.01349505615414665
MET,-1,Life & Health Insurance,-6.58582325653595e-05,0.01722530188688097
META,-1,Interactive Media & Services,0.004493167085571167,0.025089851137942466
MGM,-1,Casinos & Gaming,0.001399584540138981,0.020861085804853834
MHK,-1,Home Furnishings,0.00012790978459880416,0.02275959797390629
MKC,-1,Packaged Foods & Meats,-0.0005956298601458089,0.015300238783992663
MKTX,-1,Financial Exchanges & Data,0.0004212919049313562,0.02305579644115307
MLM,-1,Construction Materials,0.0017205790419756116,0.01624512024066521
MMC,-1,Insurance Brokers,0.000645041422467239,0.010563618939955539
MMM,-1,Industrial Conglomerates,-7.442530390977753e-05,0.017163033046911785
MNST,-1,Soft Drinks & Non-alcoholic Beverages,0.0006033855744261758,0.013227830028433609
MO,-1,Tobacco,-7.566814159899954e-05,0.01081453849797974
MOH,-1,Managed Health Care,0.0006427054265944554,0.016855643736784533
MOS,-1,Fertilizers & Agricultural Chemicals,-0.0003310417641670097,0.023401188065009793
MPC,-1,Oil & Gas Refining & Marketing,0.0014405083480176456,0.01891158773323581
MPWR,-1,Semiconductors,0.002934730656672125,0.0303926363368523
MRK,-1,Pharmaceuticals,0.00010381607910013495,0.011879682107574126
MRNA,-1,Biotechnology,-0.0019532278725190124,0.028504523779847277
MS,-1,Investment Banking & Brokerage,0.0006233475873683556,0.01632797140495446
MSCI,-1,Financial Exchanges & Data,0.0010289321490737184,0.018105525646049888
MSFT,-1,Systems Software,0.001971661424880481,0.015824333336187053
MSI,-1,Communications Equipment,0.0009087886359398998,0.01198155292402435
MTB,-1,Regional Banks,0.00016452142210960678,0.021509084606619756
MTCH,-1,Interactive Media & Services,-0.00011273125685431493,0.026748283085421848
MTD,-1,Life Sciences Tools & Services,-0.0006018282474238025,0.01718195724145107
MU,-1,Semiconductors,0.002403767540435894,0.022840110392787487
NCLH,-1,"Hotels, Resorts & Cruise Lines",0.002586854434592542,0.03096287136530648
NDAQ,-1,Financial Exchanges & Data,-5.4720671611405336e-05,0.015473048880447036
NDSN,-1,Industrial Machinery & Supplies & Components,0.0005894209117342898,0.01562835741546192
NEE,-1,Multi-Utilities,-0.0010204674872745362,0.017858875233295136
NEM,-1,Gold,-0.0003580976315831966,0.020435770609359902
NFLX,-1,Movies & Entertainment,0.002287506375483668,0.02367695001485527
NI,-1,Multi-Utilities,0.00010299079326518584,0.013178297961045046
NKE,-1,"Apparel, Accessories & Luxury Goods",-0.00016155403265758118,0.017055991276249634
NOC,-1,Aerospace & Defense,-0.000409366780259958,0.014331480897790875
NOW,-1,Systems Software,0.002633238154879819,0.01986841567632261
NRG,-1,Independent Power Producers & Energy Traders,0.002252043104813667,0.01721667578231471
NSC,-1,Rail Transportation,1.3922115216262449e-05,0.014206733693300728
NTAP,-1,"Technology Hardware, Storage & Peripherals",0.0017509164892973662,0.01697347348523455
NTRS,-1,Asset Management & Custody Banks,0.00011617175060839675,0.02079789045939905
NUE,-1,Steel,0.0013998108687375147,0.020460711212354057
NVDA,-1,Semiconductors,0.005441799035322676,0.030524805091183774
NVR,-1,Homebuilding,0.0018023211987826914,0.014526866526966024
NWS,-1,Publishing,0.0015222470169264544,0.017440593725061675
NWSA,-1,Publishing,0.0013767468869093703,0.017415760904674737
NXPI,-1,Semiconductors,0.0018630293933350776,0.02006689290588008
O,-1,Retail REITs,-0.0001337575848495912,0.012382513337877503
ODFL,-1,Cargo Ground Transportation,0.0016799688854312396,0.020665011961910937
OKE,-1,Oil & Gas Storage & Transportation,0.0007228850121015794,0.015130693694556743
OMC,-1,Advertising,0.0004336149223736135,0.014998319499236974
ON,-1,Semiconductors,0.0016646905697503323,0.02929043943557216
ORCL,-1,Application Software,0.001173077459699318,0.0190059775497979
ORLY,-1,Automotive Retail,0.0005714892946065078,0.012686207352813542
OTIS,-1,Industrial Machinery & Supplies & Components,0.0006260335654417328,0.01183781285897611
OXY,-1,Oil & Gas Exploration & Production,0.0001087201547121999,0.017381720153964057
PANW,-1,Systems Software,0.003326178547620955,0.024137742124217224
PARA,-1,Movies & Entertainment,0.0002381810068419355,0.037378944237799396
PAYC,-1,Human Resource & Employment Services,-0.0008531368155674208,0.03369685178112837
PAYX,-1,Human Resource & Employment Services,0.0003311219201722013,0.013990827890196147
PCAR,-1,Construction Machinery & Heavy Transportation Equipment,0.001891084970213556,0.014727156011197541
PCG,-1,Multi-Utilities,0.000645702196991362,0.012866497930907874
PEG,-1,Electric Utilities,0.00016769094260408058,0.01230287861487207
PEP,-1,Soft Drinks & Non-alcoholic Beverages,-6.162208635143082e-05,0.009468867283453425
PFE,-1,Pharmaceuticals,-0.0020310915938562867,0.014498279590619282
PFG,-1,Life & Health Insurance,3.365591802200081e-05,0.016835992291723723
PG,-1,Personal Care Products,9.194782223146996e-06,0.009403864747272334
PGR,-1,Property & Casualty Insurance,0.0010024957549138044,0.01884031443989281
PH,-1,Industrial Machinery & Supplies & Components,0.002046755011564322,0.017226330520374738
PHM,-1,Homebuilding,0.0034465892756112134,0.018905910486324458
PKG,-1,Paper & Plastic Packaging Products & Materials,0.0011962681982332461,0.015577581716546296
PLD,-1,Industrial REITs,0.0009244473804785715,0.01667180320365981
PLTR,-1,Application Software,0.004891639497923942,0.04371088664608761
PM,-1,Tobacco,-2.4890756047194364e-05,0.010386111913813431
PNC,-1,Diversified Banks,0.00026248812259684973,0.019784434757195015
PNR,-1,Industrial Machinery & Supplies & Components,0.0021293971961397,0.017839837612916028
PNW,-1,Multi-Utilities,0.00011377415853074876,0.01316859876645865
